,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
26557,Barra da Tijuca,3,2,2,85,2800.0,953.0,187.0
26572,Botafogo,3,0,1,80,2400.0,650.0,114.0
26576,Vila Isabel,3,1,0,77,1500.0,669.0,77.0
26581,Recreio dos Bandeirantes,3,2,1,140,2900.0,905.0,258.0
26589,Barra da Tijuca,3,2,3,112,1400.0,1400.0,900.0
26600,Ilha do Governador,3,1,1,90,1800.0,790.0,104.0
26617,Laranjeiras,3,1,0,90,2200.0,640.0,118.0
26635,Freguesia (Jacarepaguá),3,1,1,75,1400.0,695.0,81.0
26642,Cachambi,3,1,1,75,1300.0,697.0,0.0
26664,Curicica,3,2,1,75,1900.0,813.0,83.0
26670,Recreio dos Bandeirantes,4,2,2,170,2800.0,1540.0,250.0
26676,Vila Isabel,4,2,1,78,2600.0,700.0,0.0
26682,Flamengo,3,1,1,101,2900.0,846.0,245.0
26686,Jacarepaguá,3,1,0,80,900.0,228.0,13.0
26707,Tijuca,3,1,1,110,2500.0,800.0,0.0
26754,Recreio dos Bandeirantes,3,2,1,108,1600.0,770.0,271.0
26784,Todos os Santos,3,1,1,78,1450.0,600.0,73.0
26799,Tijuca,3,2,1,99,1800.0,1100.0,0.0
26805,Recreio dos Bandeirantes,3,2,1,106,2500.0,780.0,248.0
26809,Recreio dos Bandeirantes,3,3,1,213,2700.0,983.0,0.0
26814,Recreio dos Bandeirantes,3,1,1,88,1700.0,600.0,164.0
26830,Barra da Tijuca,3,2,1,122,2600.0,1700.0,294.0
26841,Laranjeiras,3,1,0,124,2900.0,1185.0,0.0
26852,Recreio dos Bandeirantes,3,2,2,141,2700.0,810.0,150.0
26865,Tijuca,3,1,1,129,1580.0,930.0,116.0
26872,Recreio dos Bandeirantes,3,2,1,85,1650.0,1200.0,174.0
26875,Tijuca,3,0,0,72,1600.0,489.0,24.0
26880,Pechincha,3,1,1,80,1000.0,965.0,89.0
26900,Freguesia (Jacarepaguá),3,1,1,93,2200.0,516.0,175.0
26910,Recreio dos Bandeirantes,3,2,1,115,2400.0,1040.0,200.0
26917,Copacabana,3,0,0,99,2300.0,650.0,71.0
26999,Freguesia (Jacarepaguá),3,1,1,90,2500.0,740.0,124.0
27004,Península,3,1,1,80,2900.0,1300.0,0.0
27040,Barra da Tijuca,3,1,1,131,2800.0,1400.0,4015.0
27050,Recreio dos Bandeirantes,3,1,1,162,2000.0,500.0,0.0
27063,Rio Comprido,3,1,0,90,2300.0,778.0,65.0
27072,Méier,3,1,1,120,2000.0,796.0,172.0
27133,Copacabana,3,0,0,116,2100.0,1180.0,236.0
27136,Recreio dos Bandeirantes,3,3,1,97,2200.0,650.0,2435.0
27140,Penha,3,0,0,100,1200.0,400.0,0.0
27164,Recreio dos Bandeirantes,3,2,1,96,2500.0,1200.0,0.0
27170,Barra da Tijuca,3,2,2,115,2800.0,1600.0,257.0
27177,Barra da Tijuca,3,2,1,180,2500.0,2700.0,461.0
27183,Recreio dos Bandeirantes,3,2,1,110,2500.0,1114.0,192.0
27185,Recreio dos Bandeirantes,3,2,1,108,2900.0,543.0,0.0
27201,Tijuca,3,1,1,78,2300.0,587.0,0.0
27208,Barra da Tijuca,3,2,3,120,2900.0,1290.0,100.0
27211,Botafogo,3,0,1,128,2800.0,1064.0,0.0
27218,Jacarepaguá,3,1,1,80,1650.0,599.0,160.0
27257,Recreio dos Bandeirantes,3,1,1,87,2000.0,1226.0,220.0
27258,Laranjeiras,3,1,0,97,2400.0,1100.0,0.0
27271,Recreio dos Bandeirantes,3,2,1,104,2509.0,740.0,0.0
27334,Copacabana,3,0,1,95,2700.0,1180.0,0.0
27357,Copacabana,3,0,0,122,2700.0,881.0,0.0
27373,Recreio dos Bandeirantes,3,2,1,160,2300.0,1000.0,0.0
27445,Campo Grande,3,1,0,80,900.0,350.0,10.0
27464,Campo Grande,3,2,0,130,2000.0,860.0,0.0
27469,Recreio dos Bandeirantes,3,1,1,98,1950.0,900.0,150.0
27470,Recreio dos Bandeirantes,3,2,1,90,1900.0,1200.0,170.0
27520,Grajaú,3,0,0,71,1600.0,557.0,0.0
27537,Jacarepaguá,3,1,1,82,1800.0,858.0,152.0
27538,Recreio dos Bandeirantes,3,1,1,84,2000.0,1127.0,234.0
27576,Barra da Tijuca,4,2,1,131,2800.0,1550.0,230.0
27577,Recreio dos Bandeirantes,3,2,0,120,1500.0,900.0,273.0
27617,Recreio dos Bandeirantes,3,2,1,86,1900.0,740.0,150.0
27620,Barra da Tijuca,3,1,1,75,2000.0,700.0,0.0
27622,Jacarepaguá,3,1,1,75,2000.0,770.0,78.0
27624,Recreio dos Bandeirantes,3,1,1,110,2350.0,750.0,130.0
27629,Recreio dos Bandeirantes,3,2,1,96,2300.0,450.0,330.0
27637,Laranjeiras,3,0,0,110,2600.0,814.0,110.0
27657,Vila Isabel,3,1,1,147,1800.0,797.0,302.0
27664,Recreio dos Bandeirantes,3,1,2,84,1600.0,1100.0,0.0
27674,Recreio dos Bandeirantes,3,2,1,108,1700.0,525.0,0.0
27677,Laranjeiras,3,0,0,95,2600.0,829.0,0.0
27681,Laranjeiras,3,1,0,150,2300.0,1700.0,278.0
27684,Tijuca,3,2,1,128,2700.0,1050.0,0.0
27692,Benfica,3,0,0,120,790.0,180.0,162.0
27709,Tijuca,3,1,1,91,2300.0,832.0,123.0
27716,Maria da Graça,3,0,0,85,1100.0,220.0,0.0
27717,Ilha do Governador,3,1,0,75,1900.0,380.0,85.0
27734,Barra da Tijuca,3,1,1,75,2000.0,700.0,0.0
27738,Maracanã,3,1,0,84,2200.0,735.0,79.0
27740,Flamengo,3,0,0,100,2500.0,700.0,77.0
27755,Recreio dos Bandeirantes,3,2,2,92,1800.0,840.0,195.0
27759,Barra da Tijuca,3,2,3,120,2900.0,1280.0,390.0
27760,Camorim,3,2,1,75,1700.0,600.0,80.0
27776,Recreio dos Bandeirantes,3,2,2,200,2600.0,1250.0,204.0
27814,Laranjeiras,3,0,0,150,2800.0,1160.0,200.0
27858,Tijuca,3,1,0,85,2500.0,905.0,183.0
27861,Freguesia (Jacarepaguá),3,1,1,84,1300.0,900.0,0.0
27864,Pechincha,3,1,2,100,2300.0,994.0,0.0
27889,Tijuca,3,2,1,109,2500.0,742.0,105.0
27897,Tijuca,3,0,0,96,1900.0,514.0,91.0
27936,Recreio dos Bandeirantes,3,2,1,90,1800.0,550.0,0.0
27947,Tijuca,3,1,0,92,1600.0,650.0,21.0
27969,Barra da Tijuca,3,1,3,83,2700.0,1250.0,120.0
27972,Freguesia (Jacarepaguá),3,1,1,98,2100.0,792.0,163.0
27980,Vila Isabel,3,1,1,100,2100.0,800.0,228.0
28040,Lins de Vasconcelos,3,1,0,78,900.0,600.0,700.0
28074,Barra da Tijuca,3,2,1,104,2700.0,1234.0,0.0
28075,Vila Isabel,3,0,0,90,1600.0,360.0,85.0
28127,Tijuca,3,0,1,170,2500.0,1700.0,0.0
28131,Freguesia (Jacarepaguá),3,2,1,115,1990.0,950.0,110.0
28140,Recreio dos Bandeirantes,3,2,1,149,2000.0,1290.0,281.0
28148,Recreio dos Bandeirantes,3,2,1,100,1500.0,890.0,243.0
28158,Copacabana,3,1,0,86,1500.0,1240.0,0.0
28172,Recreio dos Bandeirantes,3,2,0,95,1700.0,1250.0,0.0
28173,Campo Grande,3,1,1,90,900.0,420.0,0.0
28177,Laranjeiras,3,1,0,100,2800.0,1400.0,250.0
28194,Tijuca,3,2,0,160,2800.0,800.0,100.0
28236,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,154.0
28240,Recreio dos Bandeirantes,3,1,1,90,2200.0,700.0,200.0
28283,Tijuca,3,2,1,100,2100.0,550.0,95.0
28303,Centro,3,0,0,100,1100.0,621.0,0.0
28308,Tijuca,3,2,1,148,2700.0,1500.0,212.0
28312,Tijuca,3,1,0,110,1900.0,513.0,144.0
28313,Recreio dos Bandeirantes,3,2,1,300,2500.0,1600.0,400.0
28315,Tijuca,3,1,1,79,1500.0,720.0,0.0
28336,Tijuca,3,1,1,102,1690.0,970.0,132.0
28344,Copacabana,4,0,0,170,2800.0,1250.0,346.0
28347,Recreio dos Bandeirantes,3,2,1,100,1800.0,650.0,0.0
28350,Copacabana,3,0,0,85,2800.0,960.0,120.0
28364,Barra da Tijuca,4,2,2,110,2800.0,1800.0,220.0
28378,Tijuca,4,2,1,153,2500.0,955.0,246.0
28388,Freguesia (Jacarepaguá),3,2,1,132,2100.0,1115.0,126.0
28396,Méier,3,1,1,92,1300.0,630.0,125.0
28406,Freguesia (Jacarepaguá),3,1,1,73,2000.0,750.0,0.0
28424,Andaraí,3,0,0,103,1800.0,580.0,0.0
28429,Praça Seca,4,2,3,245,2700.0,1380.0,145.0
28444,Recreio dos Bandeirantes,4,2,1,107,2700.0,940.0,250.0
28449,Recreio dos Bandeirantes,3,1,1,73,2000.0,653.0,789.0
28514,Recreio dos Bandeirantes,4,3,3,300,2800.0,971.0,4786.0
28519,Recreio dos Bandeirantes,3,2,1,80,2100.0,630.0,200.0
28521,Vila Isabel,3,0,1,100,2200.0,200.0,20.0
28535,Tijuca,3,1,2,104,2500.0,900.0,1680.0
28558,Recreio dos Bandeirantes,3,1,2,90,2500.0,665.0,150.0
28561,Tijuca,3,2,1,110,1800.0,1400.0,133.0
28581,Riachuelo,3,0,0,80,1400.0,350.0,200.0
28589,Barra da Tijuca,4,2,0,158,2500.0,1622.0,0.0
28599,Barra da Tijuca,3,2,3,110,2500.0,1486.0,0.0
28621,Barra da Tijuca,3,2,1,104,2600.0,1700.0,200.0
28626,Freguesia (Jacarepaguá),3,2,1,140,2500.0,960.0,158.0
28633,Copacabana,3,0,1,90,2500.0,1400.0,217.0
28634,Tijuca,3,0,0,80,1460.0,455.0,124.0
28650,Copacabana,3,0,0,120,2100.0,1064.0,332.0
28651,Andaraí,3,2,2,107,2900.0,1140.0,185.0
28653,Maracanã,3,1,1,86,1900.0,854.0,0.0
28662,Tanque,3,1,1,73,1300.0,765.0,84.0
28680,Tijuca,3,0,0,72,1100.0,438.0,23.0
28688,Barra da Tijuca,3,2,1,75,1800.0,980.0,200.0
28690,Tijuca,3,0,0,85,1800.0,934.0,0.0
28695,Recreio dos Bandeirantes,3,1,1,77,1750.0,480.0,180.0
28698,Tijuca,3,2,1,100,2000.0,786.0,180.0
28705,Tijuca,3,1,1,90,2600.0,983.0,165.0
28752,Barra da Tijuca,3,1,1,79,2500.0,790.0,40.0
28773,Tijuca,3,0,1,170,2850.0,1730.0,0.0
28788,Recreio dos Bandeirantes,3,1,1,96,2209.0,980.0,0.0
28801,Engenho de Dentro,3,1,0,75,1000.0,600.0,150.0
28850,Barra da Tijuca,3,1,1,90,2500.0,1466.0,166.0
28851,Barra da Tijuca,3,1,2,93,2300.0,860.0,0.0
28880,Recreio dos Bandeirantes,3,1,1,90,2500.0,1045.0,212.0
28913,Copacabana,3,0,0,87,2450.0,724.0,188.0
28933,Tijuca,3,0,0,85,2000.0,715.0,80.0
28965,Freguesia (Jacarepaguá),3,2,1,105,2000.0,697.0,207.0
28966,Barra da Tijuca,3,2,1,129,2300.0,1200.0,180.0
28967,Barra da Tijuca,3,1,1,100,2600.0,1634.0,183.0
28968,Recreio dos Bandeirantes,3,1,1,96,2500.0,850.0,150.0
28971,Recreio dos Bandeirantes,3,2,1,136,2200.0,900.0,270.0
28976,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,185.0
28981,Tijuca,3,2,1,123,2500.0,1200.0,140.0
29011,Barra da Tijuca,3,2,2,85,2800.0,953.0,187.0
29019,Tijuca,3,1,1,116,1900.0,1421.0,0.0
29064,Benfica,3,0,0,115,790.0,180.0,556.0
29067,Barra da Tijuca,3,0,1,135,2900.0,2000.0,0.0
29093,Jacarepaguá,3,2,1,126,1500.0,960.0,170.0
29120,Tijuca,3,0,0,80,1400.0,825.0,23.0
29142,Flamengo,3,0,1,89,2600.0,590.0,0.0
29164,Recreio dos Bandeirantes,3,2,1,170,2800.0,1300.0,356.0
29169,Jacarepaguá,3,1,0,92,2400.0,800.0,0.0
29186,Laranjeiras,3,1,0,137,2900.0,800.0,0.0
29194,Recreio dos Bandeirantes,3,2,1,85,1700.0,722.0,144.0
29203,Barra da Tijuca,4,3,1,158,2700.0,1622.0,0.0
29248,Recreio dos Bandeirantes,3,0,0,74,1700.0,850.0,148.0
29251,Recreio dos Bandeirantes,3,2,1,129,1900.0,855.0,0.0
29272,Higienópolis,3,0,0,100,1200.0,180.0,21.0
29276,Leme,3,1,1,100,2200.0,1900.0,170.0
29283,Grajaú,3,0,0,80,1600.0,600.0,24.0
29289,Vila Isabel,3,2,1,180,2500.0,850.0,3200.0
29304,Laranjeiras,3,0,0,111,2500.0,767.0,0.0
29329,Recreio dos Bandeirantes,3,3,2,300,2400.0,872.0,395.0
29347,Flamengo,3,1,1,110,2900.0,846.0,0.0
29377,Tijuca,3,1,1,87,2200.0,850.0,0.0
29388,Copacabana,3,0,0,75,1600.0,1147.0,131.0
29405,Recreio dos Bandeirantes,3,2,1,76,2300.0,700.0,1700.0
29414,Recreio dos Bandeirantes,3,2,1,140,2400.0,1600.0,450.0
29417,Copacabana,3,0,0,90,2900.0,980.0,150.0
29430,Barra da Tijuca,3,1,2,80,1700.0,910.0,106.0
29442,Recreio dos Bandeirantes,3,2,1,110,2391.0,400.0,2400.0
29486,Campo Grande,4,2,2,168,2200.0,700.0,0.0
29488,Pechincha,3,1,1,167,2100.0,1200.0,0.0
29491,Santa Teresa,3,0,1,150,2700.0,231.0,98.0
29494,Laranjeiras,3,1,0,137,2900.0,800.0,0.0
29495,Grajaú,3,2,1,100,2200.0,718.0,127.0
29517,Campo Grande,4,1,1,80,1600.0,950.0,0.0
29521,Grajaú,3,1,0,75,2000.0,600.0,609.0
29536,Recreio dos Bandeirantes,3,0,0,92,1800.0,628.0,186.0
29554,Recreio dos Bandeirantes,3,2,1,90,1600.0,750.0,0.0
29555,Freguesia (Jacarepaguá),3,2,1,123,2100.0,1115.0,1172.0
29578,Recreio dos Bandeirantes,3,2,1,110,1950.0,650.0,207.0
29580,Laranjeiras,3,1,0,99,2300.0,768.0,125.0
29583,Freguesia (Jacarepaguá),3,2,2,140,2400.0,1335.0,0.0
29602,Recreio dos Bandeirantes,3,4,1,184,2800.0,1700.0,0.0
29608,Pechincha,3,1,1,102,1900.0,1034.0,142.0
29620,Laranjeiras,3,1,1,130,2700.0,1100.0,239.0
29630,Botafogo,3,0,1,84,2400.0,789.0,157.0
29644,Recreio dos Bandeirantes,3,3,1,180,2800.0,1210.0,4222.0
29650,Freguesia (Jacarepaguá),3,1,1,89,1700.0,900.0,0.0
29666,Freguesia (Jacarepaguá),3,1,1,115,1990.0,950.0,100.0
29671,Tijuca,3,2,1,90,2500.0,800.0,0.0
29688,Recreio dos Bandeirantes,3,2,1,80,1500.0,950.0,2849.0
29700,Freguesia (Jacarepaguá),3,1,1,81,1800.0,900.0,134.0
29710,Recreio dos Bandeirantes,3,1,2,90,1400.0,900.0,160.0
29717,Praça Seca,3,2,1,120,1400.0,250.0,0.0
29720,Tijuca,3,1,0,90,2200.0,600.0,83.0
29762,Recreio dos Bandeirantes,3,2,0,122,2400.0,837.0,248.0
29765,Recreio dos Bandeirantes,4,2,1,220,2950.0,900.0,0.0
29766,Barra da Tijuca,3,2,1,84,1600.0,750.0,0.0
29846,Humaitá,3,1,1,90,2850.0,1160.0,260.0
29858,Recreio dos Bandeirantes,3,3,3,128,2800.0,550.0,3497.0
29872,Rio Comprido,3,0,0,98,2000.0,600.0,30.0
29878,Recreio dos Bandeirantes,3,1,1,80,1800.0,400.0,0.0
29887,Recreio dos Bandeirantes,3,1,2,80,1700.0,890.0,185.0
29889,Barra da Tijuca,3,1,1,75,1700.0,760.0,0.0
29896,Anil,3,2,1,117,2200.0,250.0,75.0
29900,Tijuca,3,1,0,80,1900.0,646.0,40.0
29905,Laranjeiras,3,0,0,137,2900.0,800.0,200.0
29906,Recreio dos Bandeirantes,3,1,1,78,1900.0,550.0,0.0
29920,Tauá,3,1,1,100,1600.0,250.0,100.0
29924,Recreio dos Bandeirantes,3,1,1,84,1800.0,850.0,150.0
29933,Laranjeiras,3,1,1,110,2950.0,1200.0,228.0
29938,Pechincha,3,1,0,79,1300.0,700.0,90.0
29946,Vila Isabel,3,0,1,115,2100.0,450.0,90.0
29977,Camorim,3,2,1,74,1500.0,650.0,0.0
29986,Freguesia (Jacarepaguá),4,2,2,109,2500.0,864.0,194.0
29987,Recreio dos Bandeirantes,3,0,1,110,2500.0,500.0,250.0
30018,Taquara,3,1,1,72,1500.0,550.0,0.0
30022,Tijuca,3,0,0,105,2000.0,512.0,130.0
30070,Barra da Tijuca,3,1,1,112,2599.0,1450.0,240.0
30087,Recreio dos Bandeirantes,3,0,2,95,1800.0,1250.0,0.0
30100,Barra da Tijuca,3,2,0,105,2900.0,1500.0,265.0
30104,Barra da Tijuca,3,2,2,179,1990.0,1787.0,447.0
30122,Recreio dos Bandeirantes,3,1,1,97,2000.0,658.0,105.0
30150,Tijuca,3,1,0,85,2500.0,650.0,83.0
30151,Barra da Tijuca,3,2,1,110,2290.0,1600.0,250.0
30178,Tijuca,3,0,0,104,1800.0,400.0,0.0
30185,Recreio dos Bandeirantes,3,2,1,95,2100.0,780.0,210.0
30191,Riachuelo,3,1,1,94,900.0,600.0,0.0
30195,Gávea,3,0,0,120,2700.0,880.0,238.0
30196,Barra da Tijuca,4,1,1,120,2450.0,1778.0,375.0
30204,Pechincha,3,1,1,87,1200.0,690.0,89.0
30262,Jacarepaguá,3,1,1,71,1900.0,720.0,0.0
30267,Copacabana,3,0,0,80,2500.0,1146.0,96.0
30274,Riachuelo,3,1,1,90,1800.0,650.0,75.0
30320,Gávea,3,0,1,120,2900.0,880.0,239.0
30323,Recreio dos Bandeirantes,4,3,2,103,2850.0,1066.0,215.0
30344,Copacabana,3,0,1,100,2500.0,1000.0,120.0
30364,Tijuca,3,1,1,118,2600.0,594.0,161.0
30367,Tijuca,4,1,0,131,2800.0,585.0,1377.0
30438,Jardim Botânico,3,1,0,73,2700.0,1060.0,168.0
30449,Laranjeiras,3,0,0,110,2600.0,780.0,60.0
30462,Tijuca,3,1,0,100,2000.0,800.0,0.0
30464,Recreio dos Bandeirantes,3,2,1,100,2200.0,600.0,0.0
30484,Recreio dos Bandeirantes,3,1,3,76,2100.0,1100.0,1200.0
30492,Santa Teresa,3,1,1,75,2700.0,613.0,0.0
30497,Flamengo,3,1,0,92,2500.0,950.0,144.0
30505,Copacabana,3,1,0,160,2500.0,2200.0,300.0
30519,Freguesia (Jacarepaguá),3,1,1,81,1700.0,750.0,950.0
30543,Copacabana,3,1,0,105,2500.0,1400.0,220.0
30554,Barra da Tijuca,3,1,1,110,2900.0,720.0,280.0
30556,Copacabana,3,0,0,120,2700.0,1187.0,305.0
30569,Recreio dos Bandeirantes,3,2,0,110,2500.0,754.0,2181.0
30580,Andaraí,3,0,0,90,1650.0,250.0,70.0
30599,Campo Grande,4,2,1,140,2000.0,600.0,0.0
30621,Freguesia (Jacarepaguá),4,3,1,103,2250.0,1000.0,1626.0
30624,Camorim,3,2,1,84,2000.0,900.0,824.0
30662,Recreio dos Bandeirantes,3,2,1,194,2000.0,2128.0,0.0
30670,Barra da Tijuca,4,3,4,148,1500.0,1600.0,196.0
30685,Tijuca,3,2,1,135,2500.0,1240.0,0.0
30687,Tijuca,3,0,0,100,1600.0,450.0,104.0
30692,Tijuca,3,1,0,148,2200.0,990.0,196.0
30694,Vila Isabel,3,0,0,75,1500.0,580.0,0.0
30695,Tijuca,3,0,0,96,1800.0,1000.0,96.0
30696,Barra da Tijuca,3,2,1,92,2850.0,1165.0,273.0
30703,Copacabana,3,0,0,110,2700.0,1000.0,220.0
30705,Recreio dos Bandeirantes,3,3,1,110,2200.0,569.0,173.0
30713,Tijuca,3,2,1,110,2250.0,900.0,0.0
30750,Jacarepaguá,3,1,1,71,1700.0,600.0,0.0
30752,Laranjeiras,4,0,0,110,2600.0,767.0,127.0
30757,Botafogo,3,0,1,88,2500.0,572.0,152.0
30758,Tijuca,3,1,1,106,2000.0,900.0,0.0
30799,Recreio dos Bandeirantes,3,1,1,80,1500.0,1100.0,118.0
30806,Copacabana,3,0,0,84,2300.0,720.0,127.0
30816,Méier,3,1,0,110,1200.0,600.0,0.0
30821,Tijuca,3,1,0,110,2490.0,1100.0,141.0
30828,Copacabana,3,0,0,90,2900.0,900.0,0.0
30829,Recreio dos Bandeirantes,3,2,1,100,1800.0,714.0,140.0
30843,Tijuca,3,0,0,80,1800.0,492.0,90.0
30844,Méier,3,1,0,75,1400.0,340.0,590.0
30847,Barra da Tijuca,4,2,1,115,2800.0,1800.0,250.0
30849,Tijuca,3,2,1,82,2600.0,1022.0,180.0
30874,Campinho,3,2,2,194,1700.0,1150.0,141.0
30893,Recreio dos Bandeirantes,3,2,3,145,2500.0,850.0,350.0
30952,Barra da Tijuca,3,1,1,74,2250.0,600.0,74.0
30954,Tijuca,3,1,0,103,1950.0,610.0,99.0
30969,Recreio dos Bandeirantes,3,2,2,90,2500.0,650.0,0.0
30977,Santa Teresa,3,0,0,80,2200.0,250.0,20.0
30982,Laranjeiras,3,0,0,120,2700.0,700.0,130.0
31014,Recreio dos Bandeirantes,3,2,1,118,2200.0,660.0,0.0
31030,Recreio dos Bandeirantes,3,1,1,120,1800.0,724.0,205.0
31049,Barra da Tijuca,3,2,2,72,2400.0,610.0,67.0
31074,Recreio dos Bandeirantes,3,2,2,102,2500.0,536.0,200.0
31108,Laranjeiras,3,2,0,155,1500.0,2600.0,328.0
31112,Tijuca,3,1,0,115,2250.0,1000.0,0.0
31130,Copacabana,3,0,0,92,1900.0,1386.0,111.0
31149,Tijuca,3,1,0,85,2000.0,935.0,0.0
31171,Copacabana,3,0,0,80,2700.0,760.0,180.0
31203,Freguesia (Jacarepaguá),3,2,1,91,2000.0,870.0,120.0
31214,Recreio dos Bandeirantes,3,3,3,146,2000.0,1300.0,660.0
31246,Freguesia (Jacarepaguá),5,3,2,261,2500.0,2160.0,3900.0
31269,Recreio dos Bandeirantes,3,1,1,95,1800.0,1250.0,0.0
31278,Curicica,3,1,1,71,1500.0,630.0,0.0
31283,Recreio dos Bandeirantes,3,2,1,101,1600.0,722.0,236.0
31293,Laranjeiras,3,0,0,125,2700.0,600.0,34.0
31297,Barra da Tijuca,3,2,1,104,2400.0,800.0,205.0
31303,Freguesia (Jacarepaguá),3,2,1,120,1500.0,732.0,1390.0
31311,Recreio dos Bandeirantes,3,2,1,184,2200.0,1300.0,200.0
31316,Recreio dos Bandeirantes,3,1,1,86,1900.0,536.0,167.0
31328,Freguesia (Jacarepaguá),4,2,3,186,2500.0,1100.0,1700.0
31345,Recreio dos Bandeirantes,3,1,1,76,1100.0,788.0,147.0
31350,Pechincha,3,1,1,93,1400.0,984.0,84.0
31398,Tijuca,3,2,1,119,2500.0,830.0,0.0
31400,Recreio dos Bandeirantes,3,2,1,92,2000.0,600.0,100.0
31413,Barra da Tijuca,3,2,1,110,2800.0,1100.0,361.0
31425,Recreio dos Bandeirantes,3,2,1,203,2900.0,980.0,3050.0
31427,Freguesia (Jacarepaguá),3,1,1,107,1990.0,1040.0,178.0
31443,Maracanã,3,1,2,130,2690.0,1000.0,150.0
31448,Tijuca,3,1,0,73,2100.0,650.0,97.0
31450,Jardim Guanabara,3,0,0,80,1700.0,380.0,130.0
31469,Engenho Novo,3,0,0,80,1500.0,450.0,0.0
31507,Tijuca,3,1,1,105,2350.0,893.0,147.0
31531,Copacabana,3,0,0,110,2700.0,1000.0,20.0
31562,Pechincha,3,2,1,77,1600.0,650.0,0.0
31567,Camorim,3,1,1,73,1600.0,596.0,10.0
31580,Recreio dos Bandeirantes,3,1,1,80,2500.0,600.0,0.0
31600,Jacarepaguá,3,1,1,72,1800.0,700.0,0.0
31615,Flamengo,3,1,0,90,2800.0,760.0,111.0
31658,Recreio dos Bandeirantes,3,2,1,100,2100.0,763.0,1812.0
31670,Tijuca,3,1,1,79,1950.0,1100.0,0.0
31705,Copacabana,3,0,0,114,2800.0,850.0,203.0
31708,Taquara,3,1,1,74,1400.0,650.0,70.0
31709,Tijuca,4,1,0,131,2800.0,585.0,1377.0
31712,Méier,3,0,0,80,950.0,340.0,0.0
31729,Recreio dos Bandeirantes,3,2,1,100,2491.0,500.0,0.0
31757,Recreio dos Bandeirantes,3,1,1,90,2300.0,950.0,0.0
31765,Copacabana,3,1,0,95,2900.0,1300.0,160.0
31780,Barra da Tijuca,4,3,4,148,2500.0,1370.0,0.0
31810,Recreio dos Bandeirantes,3,3,1,110,1500.0,873.0,0.0
31814,Tijuca,3,0,0,88,1600.0,804.0,92.0
31819,Maracanã,3,1,0,90,1500.0,300.0,71.0
31830,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0
31834,Méier,3,1,1,85,1700.0,790.0,135.0
31836,Tijuca,3,1,1,110,1450.0,1295.0,0.0
31839,Barra da Tijuca,3,1,1,87,1600.0,1322.0,0.0
31840,Recreio dos Bandeirantes,4,2,2,160,1900.0,1038.0,0.0
31887,Recreio dos Bandeirantes,3,2,2,75,1800.0,900.0,1094.0
31949,Recreio dos Bandeirantes,3,1,2,82,1500.0,484.0,0.0
31955,Recreio dos Bandeirantes,3,1,1,88,2000.0,850.0,200.0
31956,Recreio dos Bandeirantes,3,2,1,92,2000.0,500.0,154.0
31962,Copacabana,3,0,1,120,2800.0,1050.0,100.0
31976,Tijuca,3,1,1,125,2400.0,870.0,141.0
32009,Recreio dos Bandeirantes,3,2,1,80,1800.0,670.0,207.0
32047,Recreio dos Bandeirantes,3,1,2,83,1700.0,870.0,193.0
32078,Méier,3,1,1,104,1800.0,815.0,182.0
32083,Recreio dos Bandeirantes,3,2,1,105,2000.0,815.0,206.0
32118,Flamengo,3,0,0,80,2400.0,650.0,0.0
32122,Copacabana,3,1,0,130,2950.0,1260.0,188.0
32128,Méier,3,2,0,96,2000.0,600.0,0.0
32136,Recreio dos Bandeirantes,3,1,1,137,2500.0,700.0,0.0
32138,Jardim Botânico,3,1,0,100,2900.0,1087.0,176.0
32147,Jardim Guanabara,3,2,1,104,2700.0,700.0,160.0
32158,Recreio dos Bandeirantes,3,2,1,105,2500.0,662.0,0.0
32178,Copacabana,3,1,0,105,2700.0,1125.0,232.0
32180,Freguesia (Jacarepaguá),4,4,2,260,2700.0,1845.0,0.0
32192,Recreio dos Bandeirantes,3,1,1,85,2300.0,800.0,140.0
32198,Tijuca,3,0,0,92,1600.0,805.0,160.0
32214,Freguesia (Jacarepaguá),3,2,1,135,2250.0,900.0,207.0
32273,Freguesia (Jacarepaguá),3,2,1,132,1800.0,1197.0,860.0
32309,Méier,3,1,1,101,1900.0,1123.0,140.0
32338,Tijuca,3,1,1,165,2650.0,1308.0,0.0
32339,Recreio dos Bandeirantes,3,2,1,81,2000.0,480.0,180.0
32344,Recreio dos Bandeirantes,3,1,1,92,2500.0,840.0,195.0
32358,Grajaú,3,2,1,90,1700.0,900.0,87.0
32361,Centro,3,0,0,76,1700.0,350.0,0.0
32362,Botafogo,3,2,1,120,2800.0,1400.0,300.0
32363,Campo Grande,4,2,2,140,2400.0,750.0,0.0
32365,Barra da Tijuca,3,2,1,120,2900.0,1500.0,310.0
32427,Copacabana,3,0,0,97,2100.0,870.0,0.0
32436,Botafogo,3,0,0,120,2600.0,800.0,120.0
32448,Vila da Penha,3,0,2,86,1800.0,720.0,0.0
32490,Jardim Guanabara,3,2,1,90,2000.0,350.0,0.0
32512,Recreio dos Bandeirantes,3,1,1,126,2000.0,1100.0,220.0
32525,Pilares,3,2,1,85,2100.0,850.0,0.0
32585,Laranjeiras,3,0,1,97,2700.0,961.0,144.0
